Georgenia_Cluster_1	Georgenia_sp_Georgenia_soli_Georgenia_muralis_Georgenia_ferrireducens_Georgenia_daeguensis_Georgenia_ruanii
Streptomyces_Cluster_15	Streptomyces_yokosukanensis_Streptomyces_venezuelae_Streptomyces_tumescens_Streptomyces_triangulatus_Streptomyces_sviceus_Streptomyces_shaanxiensis_Streptomyces_seymenliensis_Streptomyces_rubiginosohelvolus_Streptomyces_roseogriseus_Streptomyces_rishiriensis_Streptomyces_regensis_Streptomyces_regalis_Streptomyces_rameus_Streptomyces_pseudovenezuelae_Streptomyces_prunicolor_Streptomyces_plumbiresistens_Streptomyces_plumbeus_Streptomyces_phaeopurpureus_Streptomyces_panayensis_Streptomyces_olivaceoviridis_Streptomyces_niveoruber_Streptomyces_neopeptinius_Streptomyces_natalensis_Streptomyces_moderatus_Streptomyces_mirabilis_Streptomyces_minoensis_Streptomyces_lincolnensis_Streptomyces_lasaliensis_Streptomyces_kagawaensis_Streptomyces_indigocolor_Streptomyces_hokutonensis_Streptomyces_griseochromogenes_Streptomyces_graminifolii_Streptomyces_globifer_Streptomyces_galbus_Streptomyces_cyslabdanicus_Streptomyces_curacoi_Streptomyces_corchorusii_Streptomyces_coralus_Streptomyces_ciscaucasicus_Streptomyces_cellostaticus_Streptomyces_capoamus_Streptomyces_canus_Streptomyces_canarius_Streptomyces_caeruleatus_Streptomyces_bungoensis_Streptomyces_bobili_Streptomyces_aureocirculatus
Tenacibaculum_Cluster_1	Tenacibaculum_sediminilitoris_Tenacibaculum_mesophilum_Tenacibaculum_lutimaris_Tenacibaculum_litoreum_Tenacibaculum_gallaicum_Tenacibaculum_discolor_Tenacibaculum_ascidiaceicola_Tenacibaculum_aiptasiae_Tenacibaculum_aestuarii_Tenacibaculum_adriaticum
Pseudomonas_Cluster_2	Pseudomonas_fragi_Pseudomonas_versuta_Pseudomonas_tremae_Pseudomonas_savastanoi_Pseudomonas_psychrophila_Pseudomonas_meliae_Pseudomonas_ficuserectae_Pseudomonas_congelans_Pseudomonas_cerasi_Pseudomonas_cannabina_Pseudomonas_avellanae_Pseudomonas_amygdali_Pseudomonas_asturiensis
Actinoplanes_Cluster_3	Actinoplanes_xinjiangensis_Actinoplanes_utahensis_Actinoplanes_sichuanensis_Actinoplanes_lobatus_Actinoplanes_liguriensis_Actinoplanes_garbadinensis_Actinoplanes_luojiashanensis_Actinoplanes_auranticolor_Actinoplanes_arizonaensis_Actinoplanes_rectilineatus
Marinobacter_Cluster_4	Marinobacter_bacchus_Marinobacter_alkaliphilus_Marinobacter_excellens_Marinobacter_halophilus_Marinobacter_vinifirmus
Paracoccus_Cluster_1	Paracoccus_siganidrum_Paracoccus_marinus_Paracoccus_denitrificans_Paracoccus_chinensis_Paracoccus_acridae
Thermococcus_Cluster_1	Thermococcus_thioreducens_Thermococcus_stetteri_Thermococcus_sp_Thermococcus_peptonophilus_Thermococcus_kodakarensis_Thermococcus_hydrothermalis_Thermococcus_coalescens_Thermococcus_barophilus_Thermococcus_barossii_Thermococcus_celer
Brevibacterium_Cluster_1	Brevibacterium_permense_Brevibacterium_oceani_Brevibacterium_celere_Brevibacterium_avium_Brevibacterium_aureum_Brevibacterium_H
Mycobacterium_Cluster_1	Mycobacterium_szulgai_Mycobacterium_riyadhense_Mycobacterium_paraense_Mycobacterium_malmoense_Mycobacterium_lepromatosis_Mycobacterium_lacus_Mycobacterium_kyorinense_Mycobacterium_interjectum_Mycobacterium_haemophilum_Mycobacterium_asiaticum_Mycobacterium_angelicum_Mycobacterium_alsiensis_Mycobacterium_alsense_Mycobacterium_aemonae
Halomonas_Cluster_3	Halomonas_zhaodongensis_Halomonas_zhanjiangensis_Halomonas_venusta_Halomonas_taeheungii_Halomonas_hydrothermalis_Halomonas_axialensis_Halomonas_andesensis_Halomonas_alkantarctica_Halomonas_alkaliphila_Halomonas_lutescens
Gryllotalpicola_Cluster_1	Gryllotalpicola_sp_Gryllotalpicola_kribbensis_Gryllotalpicola_daejeonensis_Gryllotalpicola_soli_Gryllotalpicola_koreensis
Methanobacterium_Cluster_1	Methanobacterium_uliginosum_Methanobacterium_espanolae_Methanobacterium_bryantii_Methanobacterium_arcticum
Arthrobacter_Cluster_2	Arthrobacter_stackebrandtii_Arthrobacter_rhombi_Arthrobacter_psychrolactophilus_Arthrobacter_psychrochitiniphilus_Arthrobacter_halodurans_Arthrobacter_cryotolerans_Arthrobacter_alpinus_Arthrobacter_cryoconiti
Shewanella_Cluster_4	Shewanella_waksmanii_Shewanella_schlegeliana_Shewanella_pneumatophori_Shewanella_marisflavi_Shewanella_japonica_Shewanella_olleyana_Shewanella_aquimarina_Shewanella_loihica_Shewanella_psychrophila
Burkholderia_Cluster_7	Burkholderia_stabilis_Burkholderia_sordidicola_Burkholderia_plantarii_Burkholderia_glumae_Burkholderia_ambifaria_Burkholderia_oklahomensis_Burkholderia_mallei_Burkholderia_lata_Burkholderia_contaminans_Burkholderia_stagnalis
Jeotgalicoccus_Cluster_1	Jeotgalicoccus_saudimassiliensis_Jeotgalicoccus_nanhaiensis_Jeotgalicoccus_halotolerans_Jeotgalicoccus_halophilus_Jeotgalicoccus_aerolatus
Leptospira_Cluster_1	Leptospira_interrogans_Leptospira_licerasiae_Leptospira_yanagawae_Leptospira_wolbachii_Leptospira_vanthielii_Leptospira_terpstrae_Leptospira_meyeri_Leptospira_biflexa
Isoptericola_Cluster_1	Isoptericola_variabilis_Isoptericola_sp_Isoptericola_halotolerans_Isoptericola_rhizophila_Isoptericola_nanjingensis_Isoptericola_hypogeus
Halomonas_Cluster_4	Halomonas_ventosae_Halomonas_titanicae_Halomonas_boliviensis_Halomonas_arcis_Halomonas_sulfidaeris_Halomonas_glaciei_Halomonas_songnenensis_Halomonas_sediminicola_Halomonas_salicampi_Halomonas_profundus_Halomonas_aquamarina_Halomonas_neptunia
Arthrobacter_Cluster_1	Arthrobacter_sulfonivorans_Arthrobacter_soli_Arthrobacter_ramosus_Arthrobacter_phenanthrenivorans_Arthrobacter_oryzae_Arthrobacter_nitroguajacolicus_Arthrobacter_methylotrophus_Arthrobacter_humicola_Arthrobacter_gyeryongensis_Arthrobacter_cupressi_Arthrobacter_bambusae_Arthrobacter_aurescens_Arthrobacter_alkaliphilus
Paenibacillus_Cluster_8	Paenibacillus_borealis_Paenibacillus_wynnii_Paenibacillus_riograndensis_Paenibacillus_sonchi_Paenibacillus_odorifer_Paenibacillus_etheri_Paenibacillus_graminis_Paenibacillus_salinicaeni_Paenibacillus_taohuashanense
Chromohalobacter_Cluster_2	Chromohalobacter_sp_Chromohalobacter_sarecensis_Chromohalobacter_nigrandesensis_Chromohalobacter_japonicus
Micromonospora_Cluster_5	Micromonospora_rosaria_Micromonospora_fluostatini_Micromonospora_echinofusca_Micromonospora_olivasterospora_Micromonospora_costi_Micromonospora_pallida
Vibrio_Cluster_2	Vibrio_gallaecicus_Vibrio_tapetis_Vibrio_shiloi_Vibrio_mediterranei_Vibrio_aestuarianus_Vibrio_hippocampi_Vibrio_barjaei_Vibrio_genomosp_Vibrio_cortegadensis
Ectothiorhodospira_Cluster_1	Ectothiorhodospira_variabilis_Ectothiorhodospira_haloalkaliphila_Ectothiorhodospira_marina_Ectothiorhodospira_shaposhnikovii_Ectothiorhodospira_sp_Ectothiorhodospira_magna
Streptomyces_Cluster_9	Streptomyces_viridocyaneus_Streptomyces_tsukubensis_Streptomyces_tsukubaensis_Streptomyces_rectiviolaceus_Streptomyces_longisporoflavus_Streptomyces_kanamyceticus_Streptomyces_inusitatus_Streptomyces_durmitorensis_Streptomyces_avermitilis_Streptomyces_amakusaensis
Jiangella_Cluster_1	Jiangella_ginsengisoli_Jiangella_alkaliphila_Jiangella_alba_Jiangella_gansuensis_Jiangella_mangrovi_Jiangella_muralis
Xenorhabdus_Cluster_1	Xenorhabdus_vietnamensis_Xenorhabdus_thuongxuanensis_Xenorhabdus_sp_Xenorhabdus_ishibashii_Xenorhabdus_griffiniae_Xenorhabdus_ehlersii_Xenorhabdus_eapokensis
Halorubrum_Cluster_2	Halorubrum_tropicale_Halorubrum_trapanicum_Halorubrum_sodomense_Halorubrum_ezzemoulense_Halorubrum_coriense_Halorubrum_californiense_Halorubrum_ejinorense
Brachybacterium_Cluster_1	Brachybacterium_paraconglomeratum_Brachybacterium_sacelli_Brachybacterium_massiliense_Brachybacterium_ginsengisoli_Brachybacterium_faecium_Brachybacterium_arcticum
Bacillus_Cluster_6	Bacillus_oryziterrae_Bacillus_horneckiae_Bacillus_depressus_Bacillus_glycinifermentans_Bacillus_freudenreichii_Bacillus_gobiensis
Paraburkholderia_Cluster_1	Paraburkholderia_phenoliruptrix_Paraburkholderia_sp_Paraburkholderia_phytofirmans_Paraburkholderia_phenazinium_Paraburkholderia_graminis_Paraburkholderia_dipogonis_Paraburkholderia_caledonica_Paraburkholderia_kirstenboschensis
Sphaerisporangium_Cluster_2	Sphaerisporangium_viridialbum_Sphaerisporangium_rufum_Sphaerisporangium_melleum_Sphaerisporangium_krabiense_Sphaerisporangium_flaviroseum_Sphaerisporangium_dianthi_Sphaerisporangium_cinnabarinum
Micrococcus_Cluster_1	Micrococcus_thailandicus_Micrococcus_sp_Micrococcus_lylae_Micrococcus_flavus_Micrococcus_endophyticus_Micrococcus_cohnii_Micrococcus_antarcticus
Flavobacterium_Cluster_1	Flavobacterium_sinopsychrotolerans_Flavobacterium_limicola_Flavobacterium_frigidarium_Flavobacterium_crassostreae
Curtobacterium_Cluster_1	Curtobacterium_oceanosedimentum_Curtobacterium_luteum_Curtobacterium_herbarum_Curtobacterium_citreum_Curtobacterium_ammoniigenes_Curtobacterium_MG-2011-13-CA
Helicobacter_Cluster_2	Helicobacter_trogontum_Helicobacter_cf_Helicobacter_canadensis_Helicobacter_equorum_Helicobacter_pullorum_Helicobacter_pametensis
Nocardia_Cluster_2	Nocardia_veterana_Nocardia_elegans_Nocardia_vermiculata_Nocardia_caverna_Nocardia_africana_Nocardia_aciditolerans
Saccharothrix_Cluster_2	Saccharothrix_yanglingensis_Saccharothrix_texasensis_Saccharothrix_stipae_Saccharothrix_saharensis_Saccharothrix_longispora_Saccharothrix_coeruleofusca_Saccharothrix_carnea_Saccharothrix_hoggarensis
Mycobacterium_Cluster_2	Mycobacterium_yongonense_Mycobacterium_vulneris_Mycobacterium_ulcerans_Mycobacterium_tuberculosis_Mycobacterium_timonense_Mycobacterium_shottsii_Mycobacterium_shinjukuense_Mycobacterium_seoulense_Mycobacterium_scrofulaceum_Mycobacterium_saskatchewanense_Mycobacterium_pseudoshottsii_Mycobacterium_pinnipedii_Mycobacterium_paraseoulense_Mycobacterium_paraintracellulare_Mycobacterium_paraffinicum_Mycobacterium_palustre_Mycobacterium_nebraskense_Mycobacterium_microti_Mycobacterium_marseillense_Mycobacterium_marinum_Mycobacterium_mantenii_Mycobacterium_liflandii_Mycobacterium_kansasii_Mycobacterium_intracellulare_Mycobacterium_intermedium_Mycobacterium_indicus_Mycobacterium_gastri_Mycobacterium_colombiense_Mycobacterium_chimaera_Mycobacterium_chesapeaki_Mycobacterium_caprae_Mycobacterium_canettii_Mycobacterium_bovis_Mycobacterium_bourgelatii_Mycobacterium_bouchedurhonense_Mycobacterium_bohemicum_Mycobacterium_arosiense_Mycobacterium_africanum
Streptomyces_Cluster_7	Streptomyces_olivochromogenes_Streptomyces_puniceus_Streptomyces_pratensis_Streptomyces_globisporus_Streptomyces_anulatus_Streptomyces_albidus_Streptomyces_albolongus
Rhizobium_Cluster_3	Rhizobium_tubonense_Rhizobium_tibeticum_Rhizobium_metallidurans_Rhizobium_grahamii_Rhizobium_favelukesii_Rhizobium_endophyticum_Rhizobium_cauense
Allochromatium_Cluster_1	Allochromatium_vinosum_Allochromatium_sp_Allochromatium_minutissimum_Allochromatium_renukae_Allochromatium_phaeobacterium_Allochromatium_humboldtianum_Allochromatium_sesquicentenarium
Vibrio_Cluster_1	Vibrio_parahaemolyticus_Vibrio_campbellii_Vibrio_coralliilyticus_Vibrio_alginolyticus_Vibrio_owensii_Vibrio_harveyi_Vibrio_xuii_Vibrio_variabilis_Vibrio_tubiashii_Vibrio_sinaloensis_Vibrio_shilonii_Vibrio_scophthalmi_Vibrio_sagamiensis_Vibrio_rotiferianus_Vibrio_ponticus_Vibrio_neptunius_Vibrio_natriegens_Vibrio_alfacsensis_Vibrio_ichthyoenteri_Vibrio_hepatarius_Vibrio_gallicus_Vibrio_galatheae_Vibrio_europaeus_Vibrio_diabolicus_Vibrio_caribbeanicus_Vibrio_brasiliensis_Vibrio_azureus_Vibrio_antiquarius_Vibrio_algoinfesta
Pseudomonas_Cluster_11	Pseudomonas_trautweinii_Pseudomonas_toyotomiensis_Pseudomonas_sihuiensis_Pseudomonas_pseudoalcaligenes_Pseudomonas_oleovorans_Pseudomonas_composti_Pseudomonas_lubricans_Pseudomonas_guguanensis_Pseudomonas_chengduensis_Pseudomonas_lindanilytica
Streptacidiphilus_Cluster_1	Streptacidiphilus_sp_Streptacidiphilus_neutrinimicus_Streptacidiphilus_hamsterleyensis_Streptacidiphilus_durhamensis_Streptacidiphilus_albus
Pseudomonas_Cluster_14	Pseudomonas_veronii_Pseudomonas_brenneri_Pseudomonas_tolaasii_Pseudomonas_libanensis_Pseudomonas_antarctica_Pseudomonas_poae
Gordonia_Cluster_2	Gordonia_sihwensis_Gordonia_neofelifaecis_Gordonia_malaquae_Gordonia_hydrophobica_Gordonia_humi_Gordonia_cholesterolivorans_Gordonia_australis
Halomonas_Cluster_1	Halomonas_salina_Halomonas_organivorans_Halomonas_mongoliensis_Halomonas_maura_Halomonas_koreensis_Halomonas_denitrificans_Halomonas_cupida_Halomonas_aestuarii
Mycobacterium_Cluster_4	Mycobacterium_wolinskyi_Mycobacterium_tokaiense_Mycobacterium_peregrinum_Mycobacterium_neoaurum_Mycobacterium_murale_Mycobacterium_moriokaense_Mycobacterium_mageritense_Mycobacterium_litorale_Mycobacterium_lacticola_Mycobacterium_jacuzzii_Mycobacterium_iranicum_Mycobacterium_hippocampi_Mycobacterium_gilvum_Mycobacterium_duvalii_Mycobacterium_cosmeticum_Mycobacterium_chubuense_Mycobacterium_canariasense_Mycobacterium_bacteremicum_Mycobacterium_aurum_Mycobacterium_anyangense
Pseudonocardia_Cluster_2	Pseudonocardia_tetrahydrofuranoxydans_Pseudonocardia_sulfidoxydans_Pseudonocardia_hydrocarbonoxydans_Pseudonocardia_dioxanivorans
Streptomyces_Cluster_11	Streptomyces_ziwulingensis_Streptomyces_zinciresistens_Streptomyces_violaceorubidus_Streptomyces_violaceolatus_Streptomyces_thinghirensis_Streptomyces_thermosacchari_Streptomyces_silaceus_Streptomyces_shandonggensis_Streptomyces_sclerogranulatus_Streptomyces_saprophyticus_Streptomyces_sahachiroi_Streptomyces_rutgersensis_Streptomyces_rubrocyanodiastaticus_Streptomyces_rochei_Streptomyces_radiopugnans_Streptomyces_plicatus_Streptomyces_phaeoluteichromatogenes_Streptomyces_paulus_Streptomyces_nogalater_Streptomyces_nobilis_Streptomyces_multispiralis_Streptomyces_muensis_Streptomyces_minutiscleroticus_Streptomyces_maritimus_Streptomyces_malaysiense_Streptomyces_malachitospinus_Streptomyces_luteocolor_Streptomyces_longissimus_Streptomyces_lividans_Streptomyces_litmocidini_Streptomyces_lazureus_Streptomyces_lavenduligriseus_Streptomyces_krainskii_Streptomyces_koyangensis_Streptomyces_intermedius_Streptomyces_humiferus_Streptomyces_griseodotifer_Streptomyces_griseoaurantiacus_Streptomyces_gougerotii_Streptomyces_glomeratus_Streptomyces_geysiriensis_Streptomyces_fungicidicus_Streptomyces_fulvissimus_Streptomyces_fradiae_Streptomyces_flavorectus_Streptomyces_flavofungini_Streptomyces_flaveolus_Streptomyces_finlayi_Streptomyces_fabae_Streptomyces_exfoliatus_Streptomyces_eurythermus_Streptomyces_enissocaesilis_Streptomyces_diastaticus_Streptomyces_daghestanicus_Streptomyces_cyanogenus_Streptomyces_cyanocolor_Streptomyces_costaricanus_Streptomyces_coriofaciens_Streptomyces_coelicoflavus_Streptomyces_coelescens_Streptomyces_cinnamocastaneus_Streptomyces_cinereospinus_Streptomyces_chromofuscus_Streptomyces_castaneoglobisporus_Streptomyces_carnosus_Streptomyces_caesius_Streptomyces_cacaoi_Streptomyces_brunneogriseus_Streptomyces_aureoverticillatus_Streptomyces_argenteolus_Streptomyces_anthocyanicus_Streptomyces_ansochromogenes_Streptomyces_anandii_Streptomyces_alfalfae_Streptomyces_andamanensis
Vibrio_Cluster_4	Vibrio_superstes_Vibrio_neonatus_Vibrio_breoganii_Vibrio_halioticoli_Vibrio_ezurae_Vibrio_comitans_Vibrio_rarus
Alkaliphilus_Cluster_1	Alkaliphilus_transvaalensis_Alkaliphilus_metalliredigens_Alkaliphilus_peptidifermentans_Alkaliphilus_sp
Polaromonas_Cluster_1	Polaromonas_naphthalenivorans_Polaromonas_jejuensis_Polaromonas_aquatica_Polaromonas_cryoconiti_Polaromonas_glacialis
Haloterrigena_Cluster_1	Haloterrigena_sp_Haloterrigena_thermotolerans_Haloterrigena_jeotgali_Haloterrigena_saccharevitans_Haloterrigena_turkmenica
Mycobacterium_Cluster_12	Mycobacterium_sediminis_Mycobacterium_sarraceniae_Mycobacterium_sacrum_Mycobacterium_hackensackense_Mycobacterium_diernhoferi_Mycobacterium_frederiksbergense
Psychrobacter_Cluster_4	Psychrobacter_submarinus_Psychrobacter_maritimus_Psychrobacter_halophilus_Psychrobacter_psychrophilus
Pseudomonas_Cluster_13	Pseudomonas_xinjiangensis_Pseudomonas_salina_Pseudomonas_sabulinigri_Pseudomonas_pelagia_Pseudomonas_bauzanensis_Pseudomonas_litoralis
Caulobacter_Cluster_1	Caulobacter_vibrioides_Caulobacter_crescentus_Caulobacter_segnis_Caulobacter_henricii_Caulobacter_flavus
Nocardioides_Cluster_1	Nocardioides_flava_Nocardioides_oleivorans_Nocardioides_ganghwensis_Nocardioides_exalbidus_Nocardioides_furvisabuli
Clostridium_Cluster_2	Clostridium_thiosulfatireducens_Clostridium_subterminale_Clostridium_argentinense_Clostridium_schirmacherense_Clostridium_sulfidigenes
Dactylosporangium_Cluster_1	Dactylosporangium_vinaceum_Dactylosporangium_tropicum_Dactylosporangium_thailandense_Dactylosporangium_sucinum_Dactylosporangium_sp_Dactylosporangium_solaniradicis_Dactylosporangium_siamense_Dactylosporangium_salmoneum_Dactylosporangium_roseum_Dactylosporangium_maewongense_Dactylosporangium_luridum_Dactylosporangium_fulvum_Dactylosporangium_darangshiense_Dactylosporangium_cerinum_Dactylosporangium_aurantiacum
Paenibacillus_Cluster_5	Paenibacillus_terrigena_Paenibacillus_susongensis_Paenibacillus_guangzhouensis_Paenibacillus_selenitireducens
Burkholderia_Cluster_5	Burkholderia_territorii_Burkholderia_seminalis_Burkholderia_gladioli_Burkholderia_diffusa_Burkholderia_pyrrocinia_Burkholderia_anthina_Burkholderia_latens
Brevibacterium_Cluster_2	Brevibacterium_sanguinis_Brevibacterium_sandarakinum_Brevibacterium_linens_Brevibacterium_aurantiacum_Brevibacterium_antiquum_Brevibacterium_antarcticum_Brevibacterium_iodinum_Brevibacterium_epidermidis_Brevibacterium_sediminis
Trichococcus_Cluster_1	Trichococcus_patagoniensis_Trichococcus_flocculiformis_Trichococcus_collinsii_Trichococcus_palustris_Trichococcus_pasteurii
Terrabacter_Cluster_1	Terrabacter_tumescens_Terrabacter_terrigena_Terrabacter_terrae_Terrabacter_sp_Terrabacter_ginsenosidimutans_Terrabacter_carboxydivorans_Terrabacter_aerolatus_Terrabacter_lapilli
Arthrobacter_Cluster_4	Arthrobacter_psychrophenolicus_Arthrobacter_antarcticus_Arthrobacter_gangotriensis_Arthrobacter_sulfureus
Marinobacter_Cluster_1	Marinobacter_zhanjiangensis_Marinobacter_oulmenensis_Marinobacter_lacisalsi_Marinobacter_daqiaonensis_Marinobacter_haloterrigenus
Thermoanaerobacter_Cluster_2	Thermoanaerobacter_wiegelii_Thermoanaerobacter_acetoethylicus_Thermoanaerobacter_siderophilus_Thermoanaerobacter_thermohydrosulfuricus
Flavobacterium_Cluster_4	Flavobacterium_xanthum_Flavobacterium_frigoris_Flavobacterium_degerlachei_Flavobacterium_aff_Flavobacterium_fryxellicola_Flavobacterium_omnivorum
Streptococcus_Cluster_1	Streptococcus_phage_Streptococcus_tigurinus_Streptococcus_pseudopneumoniae_Streptococcus_oligofermentans_Streptococcus_genomosp_Streptococcus_dentisani
Brucella_Cluster_1	Brucella_vulpis_Brucella_suis_Brucella_sp_Brucella_pinnipedialis_Brucella_papionis_Brucella_ovis_Brucella_microti_Brucella_melitensis_Brucella_inopinata_Brucella_ceti_Brucella_canis_Brucella_abortus
Fictibacillus_Cluster_1	Fictibacillus_sp_Fictibacillus_phosphorivorans_Fictibacillus_nanhaiensis_Fictibacillus_barbaricus_Fictibacillus_gelatini_Fictibacillus_arsenicus_Fictibacillus_halophilus
Chryseobacterium_Cluster_2	Chryseobacterium_scophthalmum_Chryseobacterium_piscium_Chryseobacterium_piscicola_Chryseobacterium_indoltheticum_Chryseobacterium_balustinum
Leucobacter_Cluster_1	Leucobacter_sp_Leucobacter_tardus_Leucobacter_luti_Leucobacter_kyeonggiensis_Leucobacter_iarius_Leucobacter_celer_Leucobacter_chironomi
Phycicoccus_Cluster_1	Phycicoccus_ochangensis_Phycicoccus_ginsenosidimutans_Phycicoccus_dokdonensis_Phycicoccus_aerolatum_Phycicoccus_aerophilus
Thiocapsa_Cluster_1	Thiocapsa_subramanianii_Thiocapsa_sp_Thiocapsa_roseopersicina_Thiocapsa_marina_Thiocapsa_machilipatnamensis
Cohnella_Cluster_1	Cohnella_sp_Cohnella_panacarvi_Cohnella_lupini_Cohnella_luojiensis_Cohnella_kolymensis_Cohnella_arctica
Chromohalobacter_Cluster_1	Chromohalobacter_salexigens_Chromohalobacter_marismortui_Chromohalobacter_canadensis_Chromohalobacter_israelensis
Promicromonospora_Cluster_1	Promicromonospora_xylanilytica_Promicromonospora_aerolata_Promicromonospora_vindobonensis_Promicromonospora_umidemergens_Promicromonospora_sukumoe_Promicromonospora_citrea_Promicromonospora_cymbopogonis_Promicromonospora_endophytica_Promicromonospora_iranensis
Actinokineospora_Cluster_1	Actinokineospora_sp_Actinokineospora_guangxiensis_Actinokineospora_diospyrosa_Actinokineospora_cibodasensis_Actinokineospora_bangkokensis
Staphylococcus_Cluster_2	Staphylococcus_warneri_Staphylococcus_sp_Staphylococcus_saccharolyticus_Staphylococcus_pasteuri_Staphylococcus_haemolyticus_Staphylococcus_caprae
Streptococcus_Cluster_2	Streptococcus_sp_Streptococcus_rubneri_Streptococcus_australis_Streptococcus_lactarius_Streptococcus_parasanguinis
Rickettsia_Cluster_1	Rickettsia_sp_Rickettsia_endosymbiont_Rickettsia_Rickettsia_Rickettsia_tarasevichiae_Rickettsia_tamurae_Rickettsia_symbiont_Rickettsia_slovaca_Rickettsia_secondary_Rickettsia_rhipicephali_Rickettsia_raoultii_Rickettsia_prowazekii_Rickettsia_peacockii_Rickettsia_massiliae_Rickettsia_heilongjiangensis_Rickettsia_felis_Rickettsia_conorii_Rickettsia_bellii_Rickettsia_australis_Rickettsia_africae_Rickettsia_aeschlimannii
Sphingomonas_Cluster_2	Sphingomonas_yabuuchiae_Sphingomonas_pseudosanguinis_Sphingomonas_aeria_Sphingomonas_parapaucimobilis
Pseudoalteromonas_Cluster_2	Pseudoalteromonas_viridis_Pseudoalteromonas_rubra_Pseudoalteromonas_piscicida_Pseudoalteromonas_peptidolytica_Pseudoalteromonas_maricaloris_Pseudoalteromonas_flavipulchra_Pseudoalteromonas_byunsanensis
